weather_description,temperature,atmospheric_pressure,humidity,wind_speed,cloudiness,current_luminosity,sunrise,sunset,creation_date,datetime
céu claro,13,1023,54,3,0,LIGHT,2019-02-20 07:21:45,2019-02-20 18:13:40,2019-02-20 13:04:58,2019-02-20 13
céu claro,11,1023,66,3,0,LIGHT,2019-02-20 07:21:48,2019-02-20 18:13:37,2019-02-20 12:04:58,2019-02-20 12
céu claro,9,1023,76,4,0,LIGHT,2019-02-20 07:21:52,2019-02-20 18:13:34,2019-02-20 11:04:58,2019-02-20 11
céu claro,7,1022,81,3,0,LIGHT,2019-02-20 07:21:55,2019-02-20 18:13:31,2019-02-20 10:04:58,2019-02-20 10
céu claro,6,1022,87,4,0,LIGHT,2019-02-20 07:21:59,2019-02-20 18:13:28,2019-02-20 09:04:58,2019-02-20 09
céu claro,6,1021,87,5,0,LIGHT,2019-02-20 07:22:03,2019-02-20 18:13:25,2019-02-20 08:04:58,2019-02-20 08
céu claro,5,1021,93,5,0,DARK,2019-02-20 07:22:06,2019-02-20 18:13:22,2019-02-20 07:04:58,2019-02-20 07
céu claro,6,1021,87,4,0,DARK,2019-02-20 07:22:10,2019-02-20 18:13:18,2019-02-20 06:04:58,2019-02-20 06
céu claro,6,1021,87,4,0,DARK,2019-02-20 07:22:13,2019-02-20 18:13:15,2019-02-20 05:04:58,2019-02-20 05
céu claro,5,1021,93,4,0,DARK,2019-02-20 07:22:17,2019-02-20 18:13:12,2019-02-20 04:04:58,2019-02-20 04
céu claro,6,1021,87,3,0,DARK,2019-02-20 07:22:21,2019-02-20 18:13:09,2019-02-20 03:04:58,2019-02-20 03
céu claro,5,1021,93,3,0,DARK,2019-02-20 07:22:24,2019-02-20 18:13:06,2019-02-20 02:04:58,2019-02-20 02
céu claro,6,1021,87,3,0,DARK,2019-02-20 07:22:28,2019-02-20 18:13:03,2019-02-20 01:04:58,2019-02-20 01
céu claro,6,1021,93,2,0,DARK,2019-02-20 07:22:31,2019-02-20 18:13:00,2019-02-20 00:04:58,2019-02-20 00
céu claro,6,1021,87,2,0,DARK,2019-02-19 07:22:35,2019-02-19 18:12:57,2019-02-19 23:04:58,2019-02-19 23
céu claro,5,1021,86,0,0,DARK,2019-02-19 07:22:38,2019-02-19 18:12:54,2019-02-19 22:05:03,2019-02-19 22
céu claro,6,1021,87,0,0,DARK,2019-02-19 07:22:42,2019-02-19 18:12:51,2019-02-19 21:04:58,2019-02-19 21
céu claro,7,1020,81,1,0,DARK,2019-02-19 07:22:46,2019-02-19 18:12:48,2019-02-19 20:04:58,2019-02-19 20
céu claro,9,1020,70,2,0,DARK,2019-02-19 07:22:49,2019-02-19 18:12:45,2019-02-19 19:04:58,2019-02-19 19
céu claro,11,1019,62,3,0,LOW_LIGHT,2019-02-19 07:22:53,2019-02-19 18:12:42,2019-02-19 18:04:58,2019-02-19 18
céu claro,11,1019,66,4,0,LIGHT,2019-02-19 07:22:56,2019-02-19 18:12:39,2019-02-19 17:04:58,2019-02-19 17
céu claro,12,1019,58,3,0,LIGHT,2019-02-19 07:23:00,2019-02-19 18:12:36,2019-02-19 16:05:00,2019-02-19 16
céu claro,12,1020,66,3,0,LIGHT,2019-02-19 07:23:03,2019-02-19 18:12:33,2019-02-19 15:04:58,2019-02-19 15
algumas nuvens,12,1020,62,3,20,LIGHT,2019-02-19 07:23:07,2019-02-19 18:12:30,2019-02-19 14:05:05,2019-02-19 14
céu claro,13,1021,58,1,0,LIGHT,2019-02-19 07:23:11,2019-02-19 18:12:27,2019-02-19 13:04:58,2019-02-19 13
céu claro,12,1021,62,1,0,LIGHT,2019-02-19 07:23:14,2019-02-19 18:12:23,2019-02-19 12:04:58,2019-02-19 12
céu claro,10,1021,71,2,0,LIGHT,2019-02-19 07:23:18,2019-02-19 18:12:20,2019-02-19 11:04:58,2019-02-19 11
céu claro,7,1021,87,2,0,LIGHT,2019-02-19 07:23:21,2019-02-19 18:12:17,2019-02-19 10:04:58,2019-02-19 10
céu claro,4,1021,100,2,0,LIGHT,2019-02-19 07:23:25,2019-02-19 18:12:14,2019-02-19 09:04:58,2019-02-19 09
céu claro,3,1021,100,2,0,LIGHT,2019-02-19 07:23:28,2019-02-19 18:12:11,2019-02-19 08:04:58,2019-02-19 08
céu claro,2,1020,100,1,0,DARK,2019-02-19 07:23:32,2019-02-19 18:12:08,2019-02-19 07:04:58,2019-02-19 07
céu claro,3,1021,100,1,0,DARK,2019-02-19 07:23:35,2019-02-19 18:12:05,2019-02-19 06:04:58,2019-02-19 06
céu claro,2,1021,100,0,0,DARK,2019-02-19 07:23:39,2019-02-19 18:12:02,2019-02-19 05:04:58,2019-02-19 05
céu claro,3,1021,100,1,0,DARK,2019-02-19 07:23:42,2019-02-19 18:11:59,2019-02-19 04:04:58,2019-02-19 04
céu claro,3,1021,100,1,0,DARK,2019-02-19 07:23:46,2019-02-19 18:11:56,2019-02-19 03:04:58,2019-02-19 03
céu claro,4,1021,100,0,0,DARK,2019-02-19 07:23:50,2019-02-19 18:11:53,2019-02-19 02:04:58,2019-02-19 02
céu claro,6,1021,93,1,0,DARK,2019-02-19 07:23:53,2019-02-19 18:11:50,2019-02-19 01:04:58,2019-02-19 01
céu claro,7,1021,93,1,0,DARK,2019-02-19 07:23:57,2019-02-19 18:11:47,2019-02-19 00:04:58,2019-02-19 00
céu claro,7,1021,93,2,0,DARK,2019-02-18 07:24:00,2019-02-18 18:11:44,2019-02-18 23:04:58,2019-02-18 23
céu claro,8,1021,93,3,0,DARK,2019-02-18 07:24:04,2019-02-18 18:11:41,2019-02-18 22:04:58,2019-02-18 22
céu claro,9,1020,87,3,0,DARK,2019-02-18 07:24:07,2019-02-18 18:11:37,2019-02-18 21:04:59,2019-02-18 21
céu claro,10,1020,81,4,0,DARK,2019-02-18 07:24:11,2019-02-18 18:11:34,2019-02-18 20:04:58,2019-02-18 20
algumas nuvens,11,1019,81,5,20,DARK,2019-02-18 07:24:14,2019-02-18 18:11:31,2019-02-18 19:05:02,2019-02-18 19
algumas nuvens,13,1019,66,4,20,LOW_LIGHT,2019-02-18 07:24:18,2019-02-18 18:11:28,2019-02-18 18:04:58,2019-02-18 18
algumas nuvens,13,1018,66,4,40,LIGHT,2019-02-18 07:24:21,2019-02-18 18:11:25,2019-02-18 17:04:58,2019-02-18 17
algumas nuvens,14,1018,67,5,40,LIGHT,2019-02-18 07:24:25,2019-02-18 18:11:22,2019-02-18 16:04:58,2019-02-18 16
algumas nuvens,14,1019,62,7,20,LIGHT,2019-02-18 07:24:28,2019-02-18 18:11:19,2019-02-18 15:04:58,2019-02-18 15
algumas nuvens,13,1019,71,7,20,LIGHT,2019-02-18 07:24:32,2019-02-18 18:11:16,2019-02-18 14:04:58,2019-02-18 14
algumas nuvens,13,1019,71,6,20,LIGHT,2019-02-18 07:24:35,2019-02-18 18:11:13,2019-02-18 13:04:58,2019-02-18 13
algumas nuvens,12,1019,76,5,20,LIGHT,2019-02-18 07:24:39,2019-02-18 18:11:10,2019-02-18 12:04:58,2019-02-18 12
algumas nuvens,10,1018,93,3,40,LIGHT,2019-02-18 07:24:42,2019-02-18 18:11:07,2019-02-18 11:04:58,2019-02-18 11
algumas nuvens,10,1018,93,3,75,LIGHT,2019-02-18 07:24:46,2019-02-18 18:11:04,2019-02-18 10:04:58,2019-02-18 10
algumas nuvens,9,1018,100,2,40,LIGHT,2019-02-18 07:24:49,2019-02-18 18:11:01,2019-02-18 09:04:58,2019-02-18 09
algumas nuvens,9,1017,100,2,75,LIGHT,2019-02-18 07:24:53,2019-02-18 18:10:57,2019-02-18 08:04:59,2019-02-18 08
algumas nuvens,9,1017,100,2,75,DARK,2019-02-18 07:24:56,2019-02-18 18:10:54,2019-02-18 07:04:58,2019-02-18 07
algumas nuvens,9,1016,100,3,75,DARK,2019-02-18 07:25:00,2019-02-18 18:10:51,2019-02-18 06:04:58,2019-02-18 06
chuva fraca,9,1016,100,1,75,DARK,2019-02-18 07:25:03,2019-02-18 18:10:48,2019-02-18 05:04:58,2019-02-18 05
chuva fraca,9,1016,100,1,40,DARK,2019-02-18 07:25:07,2019-02-18 18:10:45,2019-02-18 04:04:58,2019-02-18 04
chuva fraca,9,1017,93,3,75,DARK,2019-02-18 07:25:10,2019-02-18 18:10:42,2019-02-18 03:04:58,2019-02-18 03
chuva fraca,9,1017,93,5,90,DARK,2019-02-18 07:25:14,2019-02-18 18:10:39,2019-02-18 02:04:59,2019-02-18 02
chuva fraca,10,1017,93,5,90,DARK,2019-02-18 07:25:17,2019-02-18 18:10:36,2019-02-18 01:04:58,2019-02-18 01
chuva fraca,10,1017,100,5,75,DARK,2019-02-18 07:25:21,2019-02-18 18:10:33,2019-02-18 00:04:58,2019-02-18 00
chuva fraca,11,1017,93,2,40,DARK,2019-02-17 07:25:24,2019-02-17 18:10:30,2019-02-17 23:04:58,2019-02-17 23
algumas nuvens,11,1017,93,3,75,DARK,2019-02-17 07:25:28,2019-02-17 18:10:27,2019-02-17 22:05:03,2019-02-17 22
algumas nuvens,12,1017,93,0,40,DARK,2019-02-17 07:25:31,2019-02-17 18:10:24,2019-02-17 21:04:58,2019-02-17 21
chuva fraca,13,1017,87,2,40,DARK,2019-02-17 07:25:35,2019-02-17 18:10:21,2019-02-17 20:04:58,2019-02-17 20
algumas nuvens,13,1017,87,2,75,DARK,2019-02-17 07:25:38,2019-02-17 18:10:17,2019-02-17 19:04:58,2019-02-17 19
algumas nuvens,14,1017,82,2,20,LOW_LIGHT,2019-02-17 07:25:42,2019-02-17 18:10:14,2019-02-17 18:04:58,2019-02-17 18
algumas nuvens,14,1018,76,3,40,LIGHT,2019-02-17 07:25:45,2019-02-17 18:10:11,2019-02-17 17:04:58,2019-02-17 17
algumas nuvens,15,1018,67,4,40,LIGHT,2019-02-17 07:25:49,2019-02-17 18:10:08,2019-02-17 16:04:58,2019-02-17 16
algumas nuvens,15,1018,62,5,20,LIGHT,2019-02-17 07:25:52,2019-02-17 18:10:05,2019-02-17 15:04:58,2019-02-17 15
algumas nuvens,15,1019,67,5,20,LIGHT,2019-02-17 07:25:56,2019-02-17 18:10:02,2019-02-17 14:04:58,2019-02-17 14
algumas nuvens,16,1020,67,7,20,LIGHT,2019-02-17 07:25:59,2019-02-17 18:09:59,2019-02-17 13:04:58,2019-02-17 13
algumas nuvens,15,1020,67,6,20,LIGHT,2019-02-17 07:26:03,2019-02-17 18:09:56,2019-02-17 12:04:58,2019-02-17 12
algumas nuvens,14,1021,71,4,20,LIGHT,2019-02-17 07:26:06,2019-02-17 18:09:53,2019-02-17 11:04:58,2019-02-17 11
névoa,12,1021,76,3,40,LIGHT,2019-02-17 07:26:10,2019-02-17 18:09:50,2019-02-17 10:04:58,2019-02-17 10
algumas nuvens,10,1021,81,2,20,LIGHT,2019-02-17 07:26:13,2019-02-17 18:09:47,2019-02-17 09:04:58,2019-02-17 09
algumas nuvens,8,1020,87,2,56,LIGHT,2019-02-17 07:26:16,2019-02-17 18:09:44,2019-02-17 08:04:58,2019-02-17 08
algumas nuvens,8,1020,87,3,40,DARK,2019-02-17 07:26:20,2019-02-17 18:09:40,2019-02-17 07:04:58,2019-02-17 07
algumas nuvens,10,1020,76,4,20,DARK,2019-02-17 07:26:23,2019-02-17 18:09:37,2019-02-17 06:04:58,2019-02-17 06
céu claro,10,1020,81,3,0,DARK,2019-02-17 07:26:27,2019-02-17 18:09:34,2019-02-17 05:04:58,2019-02-17 05
céu claro,9,1020,87,3,0,DARK,2019-02-17 07:26:30,2019-02-17 18:09:31,2019-02-17 04:04:58,2019-02-17 04
céu claro,9,1021,81,1,0,DARK,2019-02-17 07:26:34,2019-02-17 18:09:28,2019-02-17 03:04:58,2019-02-17 03
céu claro,9,1021,81,1,0,DARK,2019-02-17 07:26:37,2019-02-17 18:09:25,2019-02-17 02:04:58,2019-02-17 02
céu claro,10,1021,76,3,0,DARK,2019-02-17 07:26:41,2019-02-17 18:09:22,2019-02-17 01:04:58,2019-02-17 01
algumas nuvens,11,1021,76,3,36,DARK,2019-02-17 07:26:44,2019-02-17 18:09:19,2019-02-17 00:04:58,2019-02-17 00
algumas nuvens,9,1022,87,3,36,DARK,2019-02-16 07:26:47,2019-02-16 18:09:16,2019-02-16 23:04:58,2019-02-16 23
céu claro,9,1022,87,1,0,DARK,2019-02-16 07:26:51,2019-02-16 18:09:13,2019-02-16 22:04:58,2019-02-16 22
céu claro,10,1022,87,0,0,DARK,2019-02-16 07:26:54,2019-02-16 18:09:10,2019-02-16 21:04:58,2019-02-16 21
céu claro,11,1021,81,0,0,DARK,2019-02-16 07:26:58,2019-02-16 18:09:06,2019-02-16 20:04:58,2019-02-16 20
céu claro,13,1021,71,0,0,DARK,2019-02-16 07:27:01,2019-02-16 18:09:03,2019-02-16 19:04:58,2019-02-16 19
céu claro,15,1020,62,1,0,LOW_LIGHT,2019-02-16 07:27:05,2019-02-16 18:09:00,2019-02-16 18:04:58,2019-02-16 18
céu claro,17,1020,51,2,0,LIGHT,2019-02-16 07:27:08,2019-02-16 18:08:57,2019-02-16 17:04:58,2019-02-16 17
céu claro,17,1021,55,2,0,LIGHT,2019-02-16 07:27:12,2019-02-16 18:08:54,2019-02-16 16:04:58,2019-02-16 16
céu claro,18,1021,52,2,0,LIGHT,2019-02-16 07:27:15,2019-02-16 18:08:51,2019-02-16 15:04:58,2019-02-16 15
céu claro,17,1022,55,2,0,LIGHT,2019-02-16 07:27:18,2019-02-16 18:08:48,2019-02-16 14:04:58,2019-02-16 14
céu claro,16,1022,59,3,0,LIGHT,2019-02-16 07:27:22,2019-02-16 18:08:45,2019-02-16 13:04:58,2019-02-16 13
céu claro,19,1023,37,4,0,LIGHT,2019-02-16 07:27:25,2019-02-16 18:08:42,2019-02-16 12:04:58,2019-02-16 12
céu claro,17,1023,45,4,0,LIGHT,2019-02-16 07:27:29,2019-02-16 18:08:39,2019-02-16 11:04:58,2019-02-16 11
céu claro,13,1023,58,5,0,LIGHT,2019-02-16 07:27:32,2019-02-16 18:08:35,2019-02-16 10:04:59,2019-02-16 10
céu claro,12,1023,58,5,0,LIGHT,2019-02-16 07:27:35,2019-02-16 18:08:32,2019-02-16 09:04:58,2019-02-16 09
céu claro,12,1023,58,4,0,LIGHT,2019-02-16 07:27:39,2019-02-16 18:08:29,2019-02-16 08:04:58,2019-02-16 08
céu claro,10,1022,66,4,0,DARK,2019-02-16 07:27:42,2019-02-16 18:08:26,2019-02-16 07:04:58,2019-02-16 07
céu claro,7,1023,87,1,0,DARK,2019-02-16 07:27:46,2019-02-16 18:08:23,2019-02-16 06:04:58,2019-02-16 06
céu claro,6,1023,100,3,0,DARK,2019-02-16 07:27:49,2019-02-16 18:08:20,2019-02-16 05:04:58,2019-02-16 05
céu claro,9,1023,87,4,0,DARK,2019-02-16 07:27:52,2019-02-16 18:08:17,2019-02-16 04:04:58,2019-02-16 04
algumas nuvens,10,1023,81,1,20,DARK,2019-02-16 07:27:56,2019-02-16 18:08:14,2019-02-16 03:04:58,2019-02-16 03
céu claro,8,1024,87,1,0,DARK,2019-02-16 07:27:59,2019-02-16 18:08:11,2019-02-16 02:04:58,2019-02-16 02
céu claro,9,1024,76,0,0,DARK,2019-02-16 07:28:03,2019-02-16 18:08:08,2019-02-16 01:04:58,2019-02-16 01
céu claro,9,1024,76,1,0,DARK,2019-02-16 07:28:06,2019-02-16 18:08:04,2019-02-16 00:04:59,2019-02-16 00
céu claro,9,1024,81,1,0,DARK,2019-02-15 07:28:09,2019-02-15 18:08:01,2019-02-15 23:05:01,2019-02-15 23
céu claro,10,1024,81,1,0,DARK,2019-02-15 07:28:13,2019-02-15 18:07:58,2019-02-15 22:04:58,2019-02-15 22
algumas nuvens,11,1024,81,1,20,DARK,2019-02-15 07:28:16,2019-02-15 18:07:55,2019-02-15 21:04:58,2019-02-15 21
algumas nuvens,12,1024,76,2,20,DARK,2019-02-15 07:28:20,2019-02-15 18:07:52,2019-02-15 20:04:58,2019-02-15 20
algumas nuvens,13,1024,76,2,44,DARK,2019-02-15 07:28:23,2019-02-15 18:07:49,2019-02-15 19:05:03,2019-02-15 19
céu claro,15,1024,72,1,0,LOW_LIGHT,2019-02-15 07:28:26,2019-02-15 18:07:46,2019-02-15 18:04:58,2019-02-15 18
céu claro,17,1024,55,1,0,LIGHT,2019-02-15 07:28:30,2019-02-15 18:07:43,2019-02-15 17:04:58,2019-02-15 17
céu claro,17,1024,55,1,0,LIGHT,2019-02-15 07:28:33,2019-02-15 18:07:40,2019-02-15 16:04:58,2019-02-15 16
céu claro,18,1024,48,1,0,LIGHT,2019-02-15 07:28:36,2019-02-15 18:07:37,2019-02-15 15:04:58,2019-02-15 15
céu claro,17,1025,48,2,0,LIGHT,2019-02-15 07:28:40,2019-02-15 18:07:33,2019-02-15 14:04:59,2019-02-15 14
céu claro,18,1026,45,1,0,LIGHT,2019-02-15 07:28:43,2019-02-15 18:07:30,2019-02-15 13:04:58,2019-02-15 13
céu claro,16,1026,51,1,0,LIGHT,2019-02-15 07:28:47,2019-02-15 18:07:27,2019-02-15 12:04:58,2019-02-15 12
céu claro,15,1026,47,1,0,LIGHT,2019-02-15 07:28:50,2019-02-15 18:07:24,2019-02-15 11:04:59,2019-02-15 11
céu claro,13,1025,54,5,0,LIGHT,2019-02-15 07:28:53,2019-02-15 18:07:21,2019-02-15 10:04:58,2019-02-15 10
céu claro,12,1024,58,5,0,LIGHT,2019-02-15 07:28:57,2019-02-15 18:07:18,2019-02-15 09:04:58,2019-02-15 09
céu claro,11,1024,57,2,0,LIGHT,2019-02-15 07:29:00,2019-02-15 18:07:15,2019-02-15 08:04:58,2019-02-15 08
céu claro,12,1023,58,3,0,DARK,2019-02-15 07:29:03,2019-02-15 18:07:12,2019-02-15 07:04:58,2019-02-15 07
céu claro,11,1023,62,2,0,DARK,2019-02-15 07:29:07,2019-02-15 18:07:09,2019-02-15 06:04:58,2019-02-15 06
céu claro,12,1022,58,3,0,DARK,2019-02-15 07:29:10,2019-02-15 18:07:05,2019-02-15 05:04:58,2019-02-15 05
céu claro,13,1022,54,4,0,DARK,2019-02-15 07:29:13,2019-02-15 18:07:02,2019-02-15 04:04:58,2019-02-15 04
céu claro,14,1023,50,4,0,DARK,2019-02-15 07:29:17,2019-02-15 18:06:59,2019-02-15 03:04:58,2019-02-15 03
céu claro,14,1023,50,4,0,DARK,2019-02-15 07:29:20,2019-02-15 18:06:56,2019-02-15 02:04:58,2019-02-15 02
céu claro,14,1023,50,5,0,DARK,2019-02-15 07:29:24,2019-02-15 18:06:53,2019-02-15 01:04:58,2019-02-15 01
céu claro,14,1023,50,4,0,DARK,2019-02-15 07:29:27,2019-02-15 18:06:50,2019-02-15 00:04:58,2019-02-15 00
céu claro,13,1023,58,3,0,DARK,2019-02-14 07:29:30,2019-02-14 18:06:47,2019-02-14 23:04:58,2019-02-14 23
céu claro,15,1023,51,4,0,DARK,2019-02-14 07:29:34,2019-02-14 18:06:44,2019-02-14 22:04:59,2019-02-14 22
céu claro,14,1022,58,3,0,DARK,2019-02-14 07:29:37,2019-02-14 18:06:41,2019-02-14 21:04:59,2019-02-14 21
céu claro,13,1022,71,3,0,DARK,2019-02-14 07:29:40,2019-02-14 18:06:37,2019-02-14 20:04:58,2019-02-14 20
céu claro,15,1022,58,3,0,DARK,2019-02-14 07:29:44,2019-02-14 18:06:34,2019-02-14 19:04:58,2019-02-14 19
céu claro,19,1022,45,4,0,LOW_LIGHT,2019-02-14 07:29:47,2019-02-14 18:06:31,2019-02-14 18:04:58,2019-02-14 18
céu claro,20,1022,42,4,0,LIGHT,2019-02-14 07:29:50,2019-02-14 18:06:28,2019-02-14 17:04:58,2019-02-14 17
céu claro,20,1022,45,3,0,LIGHT,2019-02-14 07:29:54,2019-02-14 18:06:25,2019-02-14 16:04:58,2019-02-14 16
céu claro,20,1022,42,3,0,LIGHT,2019-02-14 07:29:57,2019-02-14 18:06:22,2019-02-14 15:04:59,2019-02-14 15
céu claro,19,1023,42,4,0,LIGHT,2019-02-14 07:30:00,2019-02-14 18:06:19,2019-02-14 14:04:58,2019-02-14 14
céu claro,18,1024,42,4,0,LIGHT,2019-02-14 07:30:03,2019-02-14 18:06:16,2019-02-14 13:04:58,2019-02-14 13
céu claro,17,1025,45,5,0,LIGHT,2019-02-14 07:30:07,2019-02-14 18:06:13,2019-02-14 12:04:58,2019-02-14 12
céu claro,15,1025,51,4,0,LIGHT,2019-02-14 07:30:10,2019-02-14 18:06:09,2019-02-14 11:04:58,2019-02-14 11
céu claro,13,1025,58,4,0,LIGHT,2019-02-14 07:30:13,2019-02-14 18:06:06,2019-02-14 10:04:58,2019-02-14 10
céu claro,11,1025,66,5,0,LIGHT,2019-02-14 07:30:17,2019-02-14 18:06:03,2019-02-14 09:04:58,2019-02-14 09
céu claro,11,1025,66,6,0,LIGHT,2019-02-14 07:30:20,2019-02-14 18:06:00,2019-02-14 08:04:58,2019-02-14 08
céu claro,11,1025,66,5,0,DARK,2019-02-14 07:30:23,2019-02-14 18:05:57,2019-02-14 07:04:58,2019-02-14 07
céu claro,11,1025,66,6,0,DARK,2019-02-14 07:30:27,2019-02-14 18:05:54,2019-02-14 06:04:58,2019-02-14 06
céu claro,11,1025,66,5,0,DARK,2019-02-14 07:30:30,2019-02-14 18:05:51,2019-02-14 05:04:58,2019-02-14 05
céu claro,11,1025,66,5,0,DARK,2019-02-14 07:30:33,2019-02-14 18:05:48,2019-02-14 04:04:58,2019-02-14 04
céu claro,11,1025,66,5,0,DARK,2019-02-14 07:30:37,2019-02-14 18:05:44,2019-02-14 03:04:58,2019-02-14 03
céu claro,11,1026,66,4,0,DARK,2019-02-14 07:30:40,2019-02-14 18:05:41,2019-02-14 02:04:58,2019-02-14 02
céu claro,12,1026,66,5,0,DARK,2019-02-14 07:30:43,2019-02-14 18:05:38,2019-02-14 01:04:58,2019-02-14 01
céu claro,10,1026,76,4,0,DARK,2019-02-14 07:30:46,2019-02-14 18:05:35,2019-02-14 00:04:58,2019-02-14 00
céu claro,10,1026,71,1,0,DARK,2019-02-13 07:30:50,2019-02-13 18:05:32,2019-02-13 23:04:58,2019-02-13 23
céu claro,9,1026,76,1,0,DARK,2019-02-13 07:30:53,2019-02-13 18:05:29,2019-02-13 22:04:58,2019-02-13 22
céu claro,10,1026,71,1,0,DARK,2019-02-13 07:30:56,2019-02-13 18:05:26,2019-02-13 21:04:58,2019-02-13 21
céu claro,11,1027,71,1,0,DARK,2019-02-13 07:31:00,2019-02-13 18:05:23,2019-02-13 20:04:59,2019-02-13 20
céu claro,13,1026,58,1,0,DARK,2019-02-13 07:31:03,2019-02-13 18:05:19,2019-02-13 19:04:58,2019-02-13 19
céu claro,16,1026,48,2,0,LOW_LIGHT,2019-02-13 07:31:06,2019-02-13 18:05:16,2019-02-13 18:04:58,2019-02-13 18
céu claro,17,1026,42,2,0,LIGHT,2019-02-13 07:31:09,2019-02-13 18:05:13,2019-02-13 17:04:58,2019-02-13 17
céu claro,18,1027,39,2,0,LIGHT,2019-02-13 07:31:13,2019-02-13 18:05:10,2019-02-13 16:04:58,2019-02-13 16
céu claro,18,1027,42,2,0,LIGHT,2019-02-13 07:31:16,2019-02-13 18:05:07,2019-02-13 15:04:58,2019-02-13 15
céu claro,19,1027,34,1,0,LIGHT,2019-02-13 07:31:19,2019-02-13 18:05:04,2019-02-13 14:04:58,2019-02-13 14
céu claro,17,1028,45,3,0,LIGHT,2019-02-13 07:31:23,2019-02-13 18:05:01,2019-02-13 13:04:58,2019-02-13 13
céu claro,15,1029,51,4,0,LIGHT,2019-02-13 07:31:26,2019-02-13 18:04:58,2019-02-13 12:04:58,2019-02-13 12
céu claro,13,1029,58,5,0,LIGHT,2019-02-13 07:31:29,2019-02-13 18:04:54,2019-02-13 11:04:58,2019-02-13 11
céu claro,11,1029,62,6,0,LIGHT,2019-02-13 07:31:32,2019-02-13 18:04:51,2019-02-13 10:04:58,2019-02-13 10
céu claro,9,1029,66,5,0,LIGHT,2019-02-13 07:31:36,2019-02-13 18:04:48,2019-02-13 09:04:59,2019-02-13 09
céu claro,8,1029,70,5,0,LIGHT,2019-02-13 07:31:39,2019-02-13 18:04:45,2019-02-13 08:04:58,2019-02-13 08
céu claro,8,1028,70,5,0,DARK,2019-02-13 07:31:42,2019-02-13 18:04:42,2019-02-13 07:04:58,2019-02-13 07
céu claro,9,1028,66,5,0,DARK,2019-02-13 07:31:45,2019-02-13 18:04:39,2019-02-13 06:04:58,2019-02-13 06
céu claro,9,1028,66,5,0,DARK,2019-02-13 07:31:49,2019-02-13 18:04:36,2019-02-13 05:04:58,2019-02-13 05
céu claro,9,1028,66,4,0,DARK,2019-02-13 07:31:52,2019-02-13 18:04:33,2019-02-13 04:04:58,2019-02-13 04
céu claro,10,1028,61,5,0,DARK,2019-02-13 07:31:55,2019-02-13 18:04:29,2019-02-13 03:04:58,2019-02-13 03
céu claro,10,1029,61,6,0,DARK,2019-02-13 07:31:58,2019-02-13 18:04:26,2019-02-13 02:04:58,2019-02-13 02
céu claro,10,1029,61,5,0,DARK,2019-02-13 07:32:02,2019-02-13 18:04:23,2019-02-13 01:04:58,2019-02-13 01
céu claro,11,1029,57,2,0,DARK,2019-02-13 07:32:05,2019-02-13 18:04:20,2019-02-13 00:04:58,2019-02-13 00
céu claro,9,1029,76,3,0,DARK,2019-02-12 07:32:08,2019-02-12 18:04:17,2019-02-12 23:05:04,2019-02-12 23
céu claro,8,1029,87,1,0,DARK,2019-02-12 07:32:11,2019-02-12 18:04:14,2019-02-12 22:04:58,2019-02-12 22
céu claro,8,1029,87,1,0,DARK,2019-02-12 07:32:14,2019-02-12 18:04:11,2019-02-12 21:04:58,2019-02-12 21
céu claro,9,1029,81,1,0,DARK,2019-02-12 07:32:18,2019-02-12 18:04:07,2019-02-12 20:04:59,2019-02-12 20
céu claro,11,1029,71,1,0,DARK,2019-02-12 07:32:21,2019-02-12 18:04:04,2019-02-12 19:04:58,2019-02-12 19
céu claro,14,1029,62,2,0,DARK,2019-02-12 07:32:24,2019-02-12 18:04:01,2019-02-12 18:04:58,2019-02-12 18
céu claro,15,1029,54,1,0,LIGHT,2019-02-12 07:32:27,2019-02-12 18:03:58,2019-02-12 17:04:58,2019-02-12 17
céu claro,16,1028,44,2,0,LIGHT,2019-02-12 07:32:31,2019-02-12 18:03:55,2019-02-12 16:04:58,2019-02-12 16
céu claro,17,1028,51,2,0,LIGHT,2019-02-12 07:32:34,2019-02-12 18:03:52,2019-02-12 15:04:58,2019-02-12 15
céu claro,17,1029,42,3,0,LIGHT,2019-02-12 07:32:37,2019-02-12 18:03:49,2019-02-12 14:04:58,2019-02-12 14
céu claro,16,1030,48,4,0,LIGHT,2019-02-12 07:32:40,2019-02-12 18:03:46,2019-02-12 13:04:58,2019-02-12 13
céu claro,15,1030,47,4,0,LIGHT,2019-02-12 07:32:43,2019-02-12 18:03:42,2019-02-12 12:04:58,2019-02-12 12
céu claro,13,1030,50,4,0,LIGHT,2019-02-12 07:32:47,2019-02-12 18:03:39,2019-02-12 11:04:58,2019-02-12 11
céu claro,12,1030,54,4,0,LIGHT,2019-02-12 07:32:50,2019-02-12 18:03:36,2019-02-12 10:04:58,2019-02-12 10
céu claro,10,1030,57,5,0,LIGHT,2019-02-12 07:32:53,2019-02-12 18:03:33,2019-02-12 09:04:58,2019-02-12 09
céu claro,9,1029,61,4,0,LIGHT,2019-02-12 07:32:56,2019-02-12 18:03:30,2019-02-12 08:04:58,2019-02-12 08
céu claro,9,1029,66,4,0,DARK,2019-02-12 07:32:59,2019-02-12 18:03:27,2019-02-12 07:04:58,2019-02-12 07
céu claro,8,1029,70,3,0,DARK,2019-02-12 07:33:03,2019-02-12 18:03:24,2019-02-12 06:04:58,2019-02-12 06
